"id","first_name","last_name","url","image_url","team_id","number","position","feet","inches","weight","last_attended","country","past_teams","age","bio","active","birthdate","professional_bio","personal_bio","before_nba_bio"
"1627879","Nicolas","Laprovittola","https://www.nba.com/stats/player/1627879/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1627879.png","1610612759","27","G",6,4,"180","Estudiantes","Argentina","{SAS}",34,NULL,False,"January 31, 1990","No professional bio available","No personal bio available","No before NBA bio available"
"1627774","Jake","Layman","https://www.nba.com/stats/player/1627774/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1627774.png","1610612738","10","F",6,8,"209","Maryland","USA","{MIN,POR}",30,NULL,False,"March 7, 1994","No professional bio available","No personal bio available","No before NBA bio available"
"1628388","T.J.","Leaf","https://www.nba.com/stats/player/1628388/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1628388.png","1610612754","18","F",6,10,"222","UCLA","USA","{POR,IND}",27,NULL,False,"April 30, 1997","No professional bio available","No personal bio available","No before NBA bio available"
"1627215","Walt","Lemon Jr.","https://www.nba.com/stats/player/1627215/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1627215.png","1610612741","25","G",6,3,"180","Bradley","USA","{CHI,NOP}",32,NULL,False,"July 26, 1992","No professional bio available","No personal bio available","No before NBA bio available"
"1909","Scott","Padgett","https://www.nba.com/stats/player/1909/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1909.png","1610612762","34","F",6,9,"240.0","Kentucky","USA","{MEM,HOU,UTA}",48,NULL,False,"April 19, 1976","No professional bio available","No personal bio available","No before NBA bio available"
"1919","Laron","Profit","https://www.nba.com/stats/player/1919/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1919.png","1610612764","7","G/F",6,5,"204.0","Maryland","USA","{LAL,WAS}",47,NULL,False,"August 5, 1977","No professional bio available","No personal bio available","No before NBA bio available"
"2047","Quentin","Richardson","https://www.nba.com/stats/player/2047/career/","https://cdn.nba.com/headshots/nba/latest/260x190/2047.png","1610612746","55","F",6,6,"228.0","DePaul","USA","{NYK,ORL,MIA,PHX,LAC}",44,NULL,False,"April 13, 1980","No professional bio available","No personal bio available","No before NBA bio available"
"782","Mitch","Richmond","https://www.nba.com/stats/player/782/career/","https://cdn.nba.com/headshots/nba/latest/260x190/782.png","1610612758","2","G",6,5,"220.0","Kansas State","USA","{LAL,WAS,SAC}",59,NULL,False,"June 30, 1965","No professional bio available","No personal bio available","No before NBA bio available"
"77954","John","Richter","https://www.nba.com/stats/player/77954/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77954.png","1610612738","16","F",6,9,"225.0","North Carolina State","USA","{BOS}",87,NULL,False,"March 12, 1937","No professional bio available","No personal bio available","No before NBA bio available"
"77957","Jackie","Ridgle","https://www.nba.com/stats/player/77957/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77957.png","1610612739","23","G",6,4,"195.0","California","USA","{CLE}",76,NULL,False,"February 13, 1948","No professional bio available","No personal bio available","No before NBA bio available"
"2557","Luke","Ridnour","https://www.nba.com/stats/player/2557/career/","https://cdn.nba.com/headshots/nba/latest/260x190/2557.png","1610612760","13","G",6,2,"175.0","Oregon","USA","{ORL,CHA,MIL,MIN}",43,NULL,False,"February 13, 1981","No professional bio available","No personal bio available","No before NBA bio available"
"77958","Mel","Riebe","https://www.nba.com/stats/player/77958/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77958.png","1610612738","7","G",5,11,"180.0","Wooster","USA","{BOS}",108,NULL,False,"July 12, 1916","No professional bio available","No personal bio available","No before NBA bio available"
"2541","Antoine","Rigaudeau","https://www.nba.com/stats/player/2541/career/","https://cdn.nba.com/headshots/nba/latest/260x190/2541.png","1610612742","17","G",6,7,"210.0","Virtus Bologna","France","{DAL}",53,NULL,False,"December 17, 1971","No professional bio available","No personal bio available","No before NBA bio available"
"77960","Tom","Riker","https://www.nba.com/stats/player/77960/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77960.png","1610612752","6","F",6,10,"225.0","South Carolina","USA","{NYK}",74,NULL,False,"February 28, 1950","No professional bio available","No personal bio available","No before NBA bio available"
"77963","Bob","Riley","https://www.nba.com/stats/player/77963/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77963.png","1610612737","12","F",6,9,"235.0","Mount St. Mary's","USA","{ATL}",76,NULL,False,"July 6, 1948","No professional bio available","No personal bio available","No before NBA bio available"
"77962","Pat","Riley","https://www.nba.com/stats/player/77962/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77962.png","1610612747","12","G",6,4,"205.0","Kentucky","USA","{PHX,LAL}",79,NULL,False,"March 20, 1945","No professional bio available","No personal bio available","No before NBA bio available"
"1630237","Anthony","Lamb","https://www.nba.com/stats/player/1630237/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1630237.png","1610612744","40","F",6,6,"227","Vermont","USA","{GSW,SAS,HOU}",26,NULL,False,"January 20, 1998","No professional bio available","No personal bio available","No before NBA bio available"
"1629641","Romeo","Langford","https://www.nba.com/stats/player/1629641/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1629641.png","1610612762","35","G/F",6,5,"216","Indiana","USA","{SAS,BOS}",25,NULL,False,"October 25, 1999","No professional bio available","No personal bio available","No before NBA bio available"
"77964","Ron","Riley","https://www.nba.com/stats/player/77964/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77964.png","1610612745","31","F",6,8,"195.0","Southern California","USA","{HOU}",74,NULL,False,"November 11, 1950","No professional bio available","No personal bio available","No before NBA bio available"
"204456","T.J.","McConnell","https://www.nba.com/player/204456/tj-mcconnell/","https://cdn.nba.com/headshots/nba/latest/260x190/204456.png","1610612754","9","G",6,1,"190.0","Arizona","USA","{IND,PHI}",32,"T.J. McConnell Jr. was born in 1992 in Pittsburgh, Pennsylvania. He played his high school basketball at Chartiers Valley High School in Bridgeville, Pennsylvania. His father, Tim, was his head coach. During his 2009-2010 senior season, he averaged 34.2 points, 9.1 assists and 8.2 rebounds per game. That led to first-team all-state honors and the AP naming McConnell the Pennsylvania Class 3A Player of the Year. McConnell's aunt, Suzie McConnell-Serio, was an All-American basketball player at Penn State, Olympic gold medalist and WNBA standout before being inducted into the Women's Basketball Hall of Fame in 2008. She later became head coach of the women's team at Duquesne University. Learn more about T.J. McConnell on Instagram (@tjmcconell4). T.J. McConnell spent two years (2010-2012) at Duquesne University before transferring to the University of Arizona, where he spent another two years (2013-2015). As a freshman at Duquesne, McConnell became a productive player almost immediately -- pitching in with 10.8 points, 4.4 assists and 2.8 steals per contest over 32 games, starting 30. He got better as a sophomore and generated 11.4 points, 5.5 assists and 2.8 steals per game. He also started all 31 contests he played. McConnell then sat out a year as part of transferring to Arizona, where he again assumed an important starting role. As a junior, he put up 8.4 points, 5.3 assists and 1.7 steals per game,. McConnell also shot 45.4 percent from the field. Those numbers helped McConnell to the All Pac-12 second team, and the guard was also recognized by the Pac-12 for his defensive play. McConnell's senior season was his best. He scored 10.4 points and sent out 6.3 assists per contest, numbers that helped make him make the All Pac-12 first team. He also snagged 2.2 steals per contest. By the time he graduated and declared for the NBA draft in 2015, McConnell had played in 139 games of collegiate basketball, dishing out 751 career assists, collecting 324 total steals. His 324 NCAA steals currently (March, 2020) rank 24th in all-time.",True,"March 25, 1992","Enters the 2023-24 season ranked seventh in Pacers NBA franchise history in assists (1,729) and 22nd in steals (366)...Signed with the Pacers as a free agent on July 29, 2019, after four NBA seasons with Philadelphia (2015-19)...Re-signed with the Pacers on a multi-year contract August 6, 2021...Holds career averages of 7.5 points, 3.0 rebounds, 5.1 assists and 1.2 steals in 627 games (96 starts)...Has posted 26 double-doubles in his career (18 with the Pacers), including three triple-doubles...He is one of only 10 players in franchise history to record multiple triple-doubles in an Indiana uniform...2022-23: Finished with 8.7 points per game to go with 3.1 rebounds, 5.3 assists and 1.1 steals in 75 games and six starts...Shot career-bests from the 3-point arc (.431) and free throw line (.846)...Ranked 39th in the NBA in steals with 1.1 per game...Scored 20 or more points three times during the regular season, a feat he had only accomplished twice over his previous seven NBA seasons...Scored a career-high 29 points, shot 11-for-16 from the field and made a career-high four 3-pointers at Milwaukee, 1/16...Posted the third triple-double of his NBA career with 18 points, 10 rebounds and 12 assists at Phoenix, 1/21...Finished with a single-season career high with six double-doubles on the season...Missed seven games due to injury: One with a sore right knee (10/29), two due to a non-COVID illness (12/4-5), two with a sore back (3/11-13) and two due to a sore right hip (4/7-9)...2021-22: After re-signing with the Pacers during the offseason, McConnell averaged 8.5 points, 3.3 rebounds, 4.9 assists and 1.1 steals in 27 appearances and eight starts...Posted his second career game with 20+ points as he finished with a season-high 21 points to go with eight rebounds and five assists off the bench in a road win at Utah, 11/11...Scored in double figures a total of nine times...Posted his lone double-double of the season with 10 points and 10 assists in 26 minutes in a win over the Spurs, 11/1...Missed 55 games due to injury and illness from Dec. 3 through April 3: 51 while rehabbing from surgery on a torn ligament in his right wrist and four due to Health & Safety protocols...Returned to the court April 5 against Philadelphia and scored two points to go with four rebounds and five assists in 15 minutes off the bench... Started each of the final two games and averaged 13.0 points, 3.0 rebounds, 5.5 assists and 2.0 steals per game...2020-21: Set new career highs as he averaged 8.6 points, 3.7 rebounds, 6.6 assists and 1.9 steals over 69 games (three starts) for the Pacers...Shot a career-best 55.9 percent from the field, which led the team and ranked 15th in the NBA...Led the NBA in total steals (128), 20 more than the next-leading player in the league...He ranked second in steals per game (1.86 per game) and 14th in assists (6.6). He led all reserves in the NBA with 434 assists and 120 steals off the bench...Set a new career high with 23 points on 10-for-19 shooting in 45 minutes against Milwaukee, 5/13...Posted his fifth double-double of the year as he finished with 12 points while tying his career high with 17 assists at Toronto, 5/16... During Indiana's game against New Orleans Feb. 5, McConnell handed out 15 assists, which was the most by any bench player in Pacers franchise history...He finished with nine assists in the fourth quarter, which was the most in the fourth quarter in franchise history and tied for fourth-most in any quarter in team history...Finished with four games with 15 or more assists off the bench. He is the first player in NBA history to record four games with 15 or more assists off the bench in a single season. In NBA history, only John Stockton and John Lucas have recorded four career games with 15 or more assists off the bench...Turned in a historic performance in the win at Cleveland March 3 as he fueled Indiana's comeback victory with 16 points, 13 rebounds and 10 steals in 36 minutes off the bench. His 10 steals set a franchise record, passing the previous record of nine set by Dudley Bradley on Nov. 29, 1980. He fell one theft shy of the NBA record of 11 steals. McConnell recorded nine steals in the first half, which is the most by any player in one half in NBA history. It was the fifth time in team history a bench player recorded a triple-double and the first time since 1993 (Detlef Schrempf - 34 points, 12 rebounds, 10 assists at Milwaukee on Feb. 13, 1993). His performance marked only the sixth points/assists/steals triple-double in NBA history, and the first since April 1998 (Atlanta's Mookie Blaylock - 14 points, 10 rebounds, 10 assists, 10 steals). He became the 24th player in NBA history to reach 10 steals in one game and the first to do so off the bench...Missed three games due to personal reasons (Jan. 9-12)...2019-20: Played 71 games and made three starts during his first season in Indiana...Averaged 6.5 points, 2.7 rebounds and 5.0 assists over 18.7 minutes per game...Shot 51.6 percent from the field, 29.4 percent from 3-point range and a career-best 83.3 percent from the free throw line...Led the team and ranked third in the NBA with an assists-per-turnover ratio of 3.55...Scored in double figures 17 times, recorded 10 or more assists four times and posted two double-doubles...Tied for the team lead and finished with a season-best 17 points to go with five rebounds and nine assists in 22 minutes off the bench in the win over Detroit, 11/8...Posted his first double-double of the season with 11 points and 10 assists in 27 minutes off the bench in the win over Philadelphia, 12/31...Scored 10 points and matched his season high with 11 assists in the win at Phoenix, 1/22...Missed two games with a sore right groin (Nov. 16-18)...2018-19: Appeared in 76 games (three starts) and averaged 6.4 points, 3.4 assists, and 2.3 rebounds in 19.3 minutes per game...Tied career-high 18 points on (9/10 FG) on April 11 vs. CHI...22 games with five-plus assists was fifth among NBA reserves ...McConnell's 21 games with multiple steals off the bench were the second-most in the NBA...Recorded season-high five steals Dec. 12 at Toronto...McConnell's 78 steals off the bench ranked second in the NBA...2017-18: Appeared in 74 games (one start), averaging 6.2 points, 4.0 assists and 2.9 rebounds in 22.4 minutes per game...First player in Sixers history to record a triple-double coming off the bench on Feb. 12 vs. NY, scoring 12 points, bringing down 10 rebounds and dishing out 11 assists...Season-high 18 points on Jan. 15 vs. TOR...28 games with five-plus assists was third among NBA reserves this season... McConnell's 22 games with multiple steals off the bench were the most in the NBA...2016-17: Appeared in 81 games (51 starts) and averaged 6.9 points, 6.6 assists, and 3.1 rebounds in 26.3 minutes per game...Recorded a career-high 17 assists on 1/6 @BOS... Tied career-best 17 points while also notching 8 assists at Denver, 12/30... Recorded 10 or more assists 13 times, including four double-doubles...Recorded at least one assist in every single game that he appeared in...Totaled 534 assists, good enough for eighth in the league... 534 assists were the most in a season by a Sixers player since 2012-13 when Jrue Holliday had 625...71 games with at least one steal, including a career-high five on 2/15 @ BOS...134 total steals which was sixth in the NBA...McConnell is the first Sixers player with such assist and steal totals in the same season since Allen Iverson had 596 assists and 180 steals in 2004-05... Career-best 10 rebounds on 12/11 at DET...2015-16: 5.0 assists and 3.1 rebounds in 19.8 minutes per game...Led all rookies with 95 steals...Was only rookie with at least 250 rebounds and 350 assists... His 367 assists were the fourth-most ever in a season by a Sixers rookie (Allen Iverson, Michael Carter-Williams, Maurice Cheeks).","Native of Pittsburgh, Pennsylvania...Married to his wife, Valerie, and they have two sons...A 2010 graduate of Chartiers Valley High School in Bridgeville, Pennsylvania...Averaged 34.2 points, 8.2 rebounds and 9.1 assists per game as a senior in earning first-team all-state honors and was the Pennsylvania Class 3A Player of the Year according to the Associated Press, and was the Pittsburgh Post-Gazette male High School Athlete of the Year (all sports)...Played for his father, Tim, in high school...Led the Colts to a 29-2 record, the WPIAL championship, and a berth in the Class 3A state championship game as a senior.","College: Played collegiately at Duquesne (2010-2012) and Arizona (2013-2015)...Held overall averages of 10.2 points, 5.4 assists and 2.3 steals for NCAA career...Led Pac-12 in assists per game (6.3) and total assists (238) his senior season at Arizona...NCAA West Regional All-Tournament Team (2015)...First team All-Pac-12 (2015)."
"1630203","Grant","Riller","https://www.nba.com/stats/player/1630203/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1630203.png","1610612755","7","G",6,2,"190.0","College of Charleston","USA","{CHA}",27,NULL,False,"February 8, 1997","No professional bio available","No personal bio available","No before NBA bio available"
"77965","Rich","Rinaldi","https://www.nba.com/stats/player/77965/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77965.png","1610612764","33","G",6,3,"195.0","St. Peter's","USA",NULL,75,NULL,False,"August 3, 1949","No professional bio available","No personal bio available","No before NBA bio available"
"78574","Willie","Williams","https://www.nba.com/stats/player/78574/career/","https://cdn.nba.com/headshots/nba/latest/260x190/78574.png","1610612738","11","F",6,7,"200.0","Florida State","USA","{BOS}",78,NULL,False,"July 28, 1946","No professional bio available","No personal bio available","No before NBA bio available"
"77966","Mike","Riordan","https://www.nba.com/stats/player/77966/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77966.png","1610612764","6","F",6,4,"200.0","Providence","USA","{WAS,NYK}",79,NULL,False,"July 9, 1945","No professional bio available","No personal bio available","No before NBA bio available"
"1642258","Zaccharie","Risacher","https://www.nba.com/player/1642258/zaccharie-risacher/","https://cdn.nba.com/headshots/nba/latest/260x190/1642258.png","1610612737","10","F",6,9,"200.0","JL Bourg-en-Bresse","France","{ATL}",19,"No bio available",True,"April 8, 2005","Selected by the Hawks with the first overall pick in the 2024 NBA Draft ... Signed to a contract by Atlanta on July 6, 2024 ... Became Atlanta's first No. 1 overall pick since the 1975 NBA Draft ... He was the 15th international player to be selected first overall, joining Wembanyama in 2023 ... Both Risacher and Wembanyama did not play basketball at a U.S. college, marking the first time in the common draft era such a player has been selected first overall in back-to-back drafts.","Son of Stephane and Sandrine ... Originally born in Spain and grew up in Lyon, France ... Father, Stephane, won the silver medal for basketball with France at the 2000 Sydney Olympics ... Sister, Ainhoa, member of France's FIBA U-16 Women's European Championship team ... On X @Zacch_10 and Instagram @_zacch_10.","Most recently suited up for JL Bourg (France), appearing in 32 French League Pro A regular season games (23 starts), averaging 10.1 points and 3.8 rebounds in 21.9 minutes of play (.439 FG%, .352 3FG%, .740 FT%) ... Named the 2023-24 French League Best Young Player, as well as the French LNB Pro A Best Young Player of the Month twice ... Saw action in 23 EuroCup games ... Competed in the LNB All-Star Game ... Named the 2023-24 EuroCup Rising Star ... Has appeared in 50 career French League Pro A regular season contests (JL Bourg and ASVEL Basket) ... Prior to suiting up for JL Bourg, he played two seasons with French club ASVEL (2021-23) ... Made his Senior National Team debut with France at the FIBA EuroBasket 2025 Qualifiers in February 2024 ... Represented France at the 2023 FIBA U19 World Cup, winning the silver medal and won the bronze medal at the 2022 FIBA U17 World Cup."
"77967","Arnie","Risen","https://www.nba.com/stats/player/77967/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77967.png","1610612758","19","C",6,9,"200.0","Ohio State","USA","{BOS}",100,NULL,False,"October 9, 1924","No professional bio available","No personal bio available","No before NBA bio available"
"77968","Goebel","Ritter","https://www.nba.com/stats/player/77968/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77968.png","1610612752","10","G",6,2,"185.0","Eastern Kentucky","USA","{NYK}",100,NULL,False,"February 26, 1924","No professional bio available","No personal bio available","No before NBA bio available"
"77969","Ramon","Rivas","https://www.nba.com/stats/player/77969/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77969.png","1610612738","45","F",6,10,"260.0","Temple","Puerto Rico","{BOS}",58,NULL,False,"June 3, 1966","No professional bio available","No personal bio available","No before NBA bio available"
"203085","Austin","Rivers","https://www.nba.com/stats/player/203085/career/","https://cdn.nba.com/headshots/nba/latest/260x190/203085.png","1610612750","25","G",6,4,"200.0","Duke","USA","{MIN,DEN,NYK,HOU,WAS,LAC,NOP}",32,NULL,False,"August 1, 1992","No professional bio available","No personal bio available","No before NBA bio available"
"77970","David","Rivers","https://www.nba.com/stats/player/77970/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77970.png","1610612746","32","G",6,0,"170.0","Notre Dame","USA","{LAC,LAL}",59,NULL,False,"January 20, 1965","No professional bio available","No personal bio available","No before NBA bio available"
"1630575","Scottie","Lewis","https://www.nba.com/stats/player/1630575/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1630575.png","1610612766","16","G",6,5,"185","Florida","USA","{CHA}",24,NULL,False,"March 12, 2000","No professional bio available","No personal bio available","No before NBA bio available"
"1630587","Isaiah","Livers","https://www.nba.com/stats/player/1630587/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1630587.png","1610612765","12","F",6,6,"232","Michigan","USA","{DET}",26,NULL,False,"July 28, 1998","No professional bio available","No personal bio available","No before NBA bio available"
"1631254","Kenneth","Lofton Jr.","https://www.nba.com/player/1631254/kenneth-lofton-jr/","https://cdn.nba.com/headshots/nba/latest/260x190/1631254.png","1610612762","35","F",6,6,"275.0","Louisiana Tech","USA","{UTA,PHI,MEM}",22,"No bio available",True,"August 14, 2002","2023-24 (MEMPHIS/PHILADELPHIA/UTAH): Appeared in 21 games (four with Utah, two with Philadelphia and 15 with Memphis) and averaged 4.6 ppg, 1.8 rpg, and 1.6 apg in 9.5 mpg ... shot .462 from the floor, .292 from three and .654 from the free-throw line ... scored in double-figures on three occasions, including a season-high 27 points at LAC (4/12) ... dished out a season-high eight assists at LAC (4/12), while matching a season-high nine rebounds ... (G LEAGUE - MEMPHIS/DELAWARE/SALT LAKE CITY): Appeared in 21 regular season G League games with the Memphis Hustle (two games), Delaware Blue Coats (11 games) and Salt Lake City Stars (eight games), and averaged 25.1 ppg, 9.5 rpg, 4.4 apg, 1.6 bpg and 1.0 spg in 30.1 mpg ... was named 2024 All-NBA G League First Team.  CAREER: Has appeared in 45 games (one start) across two seasons with Memphis, Philadelphia and Utah, and averaged 4.8 ppg, 2.0 rpg and 1.2 apg in 8.3 mpg ... shot .497 from the field, .317 from three and .623 from the free-throw line ... has tallied seven games with 10-plus points, one game with 10-plus rebounds and one double-double.","Born in Port Arthur, Tex. ... led Port Arthur High School to 29 wins and a share of the 21-5A district title as a senior ... won a gold medal with USA Basketball at the 2021 FIBA U19 World Cup in Latvia, while leading Team USA in scoring (13.1 ppg) ... shot .649 from the field during the 2021 FIBA U19 World Cup, which marked the highest shooting percentage by a U19 USA player since 2013.","COLLEGE CAREER: Averaged 14.3 ppg, 6.2 rpg and 2.1 apg in 24.9 mpg through 65 games (61 starts) during two seasons at Louisiana Tech ... shot .550 from the field, .200 from three and .637 from the free-throw line ... two-time All-Conference USA (C-USA) selection, garnering First Team honors as a sophomore (2021-22) and Third Team as a freshman (2020-21) ... 2021-22: Appeared in 33 games (all starts) and averaged 16.5 ppg, 10.5 rpg, 3.1 apg, 1.2 spg and 0.7 bpg ... shot .539 from the floor, .200 from three and .557 from the free-throw line ... logged 28 games with 10-plus points, 19 games with 10-plus rebounds and 17 double-doubles ... selected to the 2021-22 All-C-USA Tournament Team ... 2020-21: Appeared in 32 games (28 starts) and averaged 12.2 ppg, 7.5 rpg,1.5 apg, 1.0 spg and 0.7 bpg in 22.8 mpg ... shot .567 from the floor and .596 from the free-throw line ... tallied 22 games with 10-plus points, 11 games with 10-plus rebounds and nine double-doubles ... named the 2020-21 C-USA Freshman of the Year and selected to the 2020-21 C-USA All-Freshman Team ... nine-time C-USA Freshman of the Week."
"1960","Milt","Palacio","https://www.nba.com/stats/player/1960/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1960.png","1610612761","3","G",6,4,"210.0","Colorado State","Belize","{UTA,TOR,CLE,PHX,BOS}",46,NULL,False,"February 7, 1978","No professional bio available","No personal bio available","No before NBA bio available"
"77865","Gary","Plummer","https://www.nba.com/stats/player/77865/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77865.png","1610612744","45","F",6,9,"215.0","Boston University","USA","{DEN}",62,NULL,False,"February 21, 1962","No professional bio available","No personal bio available","No before NBA bio available"
"470","Doc","Rivers","https://www.nba.com/stats/player/470/career/","https://cdn.nba.com/headshots/nba/latest/260x190/470.png","1610612737","25","G",6,4,"210.0","Marquette","USA","{NYK,LAC,ATL}",63,NULL,False,"October 13, 1961","No professional bio available","No personal bio available","No before NBA bio available"
"1641857","Liam","Robbins","https://www.nba.com/player/1641857/liam-robbins/","https://cdn.nba.com/headshots/nba/latest/260x190/1641857.png","1610612749","15","C",7,0,"250.0","Vanderbilt","USA","{MIL}",25,NULL,False,"July 12, 1999","Signed a Two-Way contract with the Bucks on Oct. 19, 2024.","No personal bio available","COLLEGE ... Scored 1,371 total points in 129 career games across five collegiate seasons at Drake, Minnesota and Vanderbilt ... 2022-23: In his final collegiate season at Vanderbilt, appeared in 26 games (15 starts) and averaged a career-high 15.0 points, 6.9 rebounds, 1.0 assist and a career-high 3.2 blocks in 22.9 minutes per game ... shot 50.4% from the field, 36.5% from three and 73.1% from the free throw line ... named the 2023 SEC Defensive Player of the Year ... earned 2023 SEC All-Defensive Team honors ... named 2023 First-Team All-SEC ... was a finalist for 2023 National Defensive Player of the Year ... 2021-22: In his first season with Vanderbilt, appeared in 15 games (10 starts) with the Commodores and averaged 6.8 points, 4.0 rebounds and 1.9 blocks in 18.3 minutes per game ... shot 43.5% from the field ... scored 10+ points four times ... 2020-21: As a junior, played 23 games (22 starts) at Minnesota, averaging 11.7 points, 6.6 rebounds, 1.1 assists and 2.7 blocks in 24.4 minutes per game ... shot 44.1% from the field ... scored 10+ points 15 times and 20+ points 3 times ... hauled in 10+ rebounds 3 times ... had 3 double-doubles ... named Big Ten Player of the Week two times ... named USBWA Player of the Week once ... 2019-20: In his sophomore season at Drake, played and started in 34 games, averaging 14.2 points, a career-high 7.1 rebounds and 2.9 blocks in 27.0 minutes per game ... shot 49.9% from the field ... scored 10+ points 26 times and 20+ points 6 times ... hauled in 10+ rebounds 9 times ... had 7 double-doubles ... had 5+ blocks 5 times ... named to the 2020 MVC All-Defensive, Most-Improved and All-Tournament teams ... 2018-19: In his first collegiate season at Drake, appeared in 31 games (2 starts) and averaged 4.1 points, 2.7 rebounds and 1.1 blocks in 11.3 minutes per game ... shot 44.2% from the field ... scored 10+ points 3 times ... hauled in 10+ rebounds one time."
"203460","Andre","Roberson","https://www.nba.com/stats/player/203460/career/","https://cdn.nba.com/headshots/nba/latest/260x190/203460.png","1610612760","21","G/F",6,7,"210.0","Colorado","USA","{BKN,OKC}",33,NULL,False,"December 4, 1991","No professional bio available","No personal bio available","No before NBA bio available"
"101194","Anthony","Roberson","https://www.nba.com/stats/player/101194/career/","https://cdn.nba.com/headshots/nba/latest/260x190/101194.png","1610612752","5","G",6,2,"180.0","Florida","USA","{CHI,NYK,GSW,MEM}",41,NULL,False,"February 14, 1983","No professional bio available","No personal bio available","No before NBA bio available"
"77973","Rick","Roberson","https://www.nba.com/stats/player/77973/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77973.png","1610612747","50","C",6,9,"231.0","Cincinnati","USA","{POR,CLE,LAL}",77,NULL,False,"July 7, 1947","No professional bio available","No personal bio available","No before NBA bio available"
"77975","Anthony","Roberts","https://www.nba.com/stats/player/77975/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77975.png","1610612743","30","F",6,5,"185.0","Oral Roberts","USA","{DEN,WAS}",69,NULL,False,"April 15, 1955","No professional bio available","No personal bio available","No before NBA bio available"
"203148","Brian","Roberts","https://www.nba.com/stats/player/203148/career/","https://cdn.nba.com/headshots/nba/latest/260x190/203148.png","1610612740","22","G",6,1,"173.0","Dayton","USA","{CHA,POR,NOP}",39,NULL,False,"December 3, 1985","No professional bio available","No personal bio available","No before NBA bio available"
